Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,06/06/2025,DON TORTACO MEXICAN GRI LAS VEGAS NV         06/05,-7.03,DEBIT_CARD,15257.08,
DEBIT,03/27/2026,WHOLEFDS WSL 102 220 W SEATTLE WA    534254  03/27,-7.06,DEBIT_CARD,11675.63,
DEBIT,06/23/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  654678  06/22,-7.07,DEBIT_CARD,17333.09,
DEBIT,11/17/2025,SQ *PHIN SMITH COFFEE H Las Vegas NV         11/17,-7.15,DEBIT_CARD,28205.85,
DEBIT,09/26/2025,SQ *PHIN SMITH COFFEE H Las Vegas NV         09/25,-7.15,DEBIT_CARD,24362.55,
DEBIT,09/17/2025,SQ *PHIN SMITH COFFEE H Las Vegas NV         09/16,-7.15,DEBIT_CARD,23470.44,
DEBIT,04/22/2025,SHARETEA SOUTHERN HIGHL LAS VEGAS NV         04/21,-7.15,DEBIT_CARD,49520.38,
DEBIT,04/21/2025,SQ *PHIN SMITH Las Vegas NV                  04/20,-7.15,DEBIT_CARD,49564.57,
DEBIT,04/11/2025,SQ *PHIN SMITH Las Vegas NV                  04/10,-7.15,DEBIT_CARD,48911.81,
DEBIT,11/18/2024,MCDONALD'S F4891 SEATTLE WA                  11/17,-7.16,DEBIT_CARD,38247.59,
DEBIT,09/19/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             09/19,-7.25,DEBIT_CARD,22692.76,
DEBIT,04/29/2026,EZELLS FAMOUS CHICKEN S SEATTLE WA           04/28,-7.26,DEBIT_CARD,10975.41,
DEBIT,02/28/2025,CIRCLE K DEALER # 0200 LAS VEGAS NV  942798  02/28,-7.26,DEBIT_CARD,46004.87,
DEBIT,01/20/2026,SQ *PHIN SMITH COFFEE H Las Vegas NV         01/18,-7.32,DEBIT_CARD,16125.36,
DEBIT,10/03/2025,UNLV PAY BY PHONE 702-895-1300 NV            10/01,-7.35,DEBIT_CARD,24686.24,
DEBIT,09/18/2025,UNLV PAY BY PHONE 702-895-1300 NV            09/16,-7.35,DEBIT_CARD,23364.75,
DEBIT,06/23/2025,CINNABON 106537 LAS VEGAS NV                 06/21,-7.36,DEBIT_CARD,17380.33,
DEBIT,03/16/2026,7-ELEVEN SEATTLE WA                  816847  03/15,-7.4,DEBIT_CARD,11637.44,
DEBIT,08/04/2025,DUTCH BROS WA0502 FEDE FEDERAL WAY WA        08/02,-7.44,DEBIT_CARD,22524.15,
DEBIT,08/01/2025,DAIRY QUEEN OLO #14180 olo.com WA            08/01,-7.47,DEBIT_CARD,25431.07,
DEBIT,12/18/2024,MCDONALD'S F13366 SEATTLE WA                 12/17,-7.47,DEBIT_CARD,43971.34,
DEBIT,04/16/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  104992  04/15,-7.48,DEBIT_CARD,48242.19,
DEBIT,12/22/2025,TKS BOBA LAS VEGAS NV                        12/21,-7.53,DEBIT_CARD,11349.38,
DEBIT,01/21/2025,TST* LAX - T2 - PICK U LOS ANGELES CA        01/21,-7.54,DEBIT_CARD,44208.81,
DEBIT,11/12/2025,AMAZON MKTPL*BT0IV6H Amzn.com/bill WA        11/11,-7.58,DEBIT_CARD,28678.11,
DEBIT,11/07/2025,Amazon.com*BT1PL2TK1 Amzn.com/bill WA        11/06,-7.58,DEBIT_CARD,29002.43,
DEBIT,07/11/2025,MCDONALD'S F31454 LAS VEGAS NV               07/10,-7.58,DEBIT_CARD,18230.15,
DEBIT,05/22/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             05/21,-7.58,DEBIT_CARD,11212.85,
DEBIT,05/12/2025,AMAZON MKTPL*NI5KM98 Amzn.com/bill WA        05/12,-7.58,DEBIT_CARD,41651.18,
DEBIT,05/09/2025,AMAZON MKTPL*NW2Y14Z Amzn.com/bill WA        05/09,-7.58,DEBIT_CARD,53261.13,
DEBIT,05/06/2025,WORLDDUTYFREEST2581 HOUSTON TX               05/05,-7.58,DEBIT_CARD,49887.37,
DEBIT,02/05/2026,SPEEDEE MART 115 LAS VEGAS NV        098595  02/05,-7.67,DEBIT_CARD,15872.67,
DEBIT,08/28/2025,SQ *MOLLY MOON'S WATERF Seattle WA           08/27,-7.67,DEBIT_CARD,19427.55,
DEBIT,11/18/2024,LOWE'S #0004 SEATTLE WA              534338  11/18,-7.7,DEBIT_CARD,38239.89,
DEBIT,12/23/2024,O'REILLY 3697 SEATTLE WA             377978  12/21,-7.71,DEBIT_CARD,45556.49,
DEBIT,11/20/2024,SAFEWAY #1965 SEATTLE WA                     11/19,-7.72,DEBIT_CARD,38106.31,
DEBIT,05/29/2026,Subway 14563 120-68609019 WA                 05/29,-7.73,DEBIT_CARD,17694.03,
DEBIT,12/17/2025,WALMART PAY LAS VEGAS NV                     12/17,-7.73,DEBIT_CARD,8782.73,
DEBIT,04/22/2026,DICK'S DRIVE IN QA SEATTLE WA                04/21,-7.74,DEBIT_CARD,9711.89,
DEBIT,09/16/2025,SQ *AIROMA CAFE Las Vegas NV                 09/15,-7.77,DEBIT_CARD,23477.59,
DEBIT,04/07/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  801061  04/04,-7.77,DEBIT_CARD,46546.91,
DEBIT,10/24/2025,DUTCH BROS NV0401 LAS V LAS VEGAS NV         10/23,-7.86,DEBIT_CARD,26563.2,
DEBIT,01/30/2026,DAIRY QUEEN #15435 LAS VEGAS NV              01/29,-7.9,DEBIT_CARD,15644.94,
DEBIT,03/24/2025,DOLLAR TREE LAS VEGAS NV                     03/23,-7.92,DEBIT_CARD,48444.66,
DEBIT,02/24/2025,LYFT   *RIDE FRI 12PM LYFT.COM CA            02/22,-7.93,DEBIT_CARD,43410.77,
DEBIT,03/17/2026,7-ELEVEN SEATTLE WA                  766370  03/16,-7.95,DEBIT_CARD,11412.19,
DEBIT,08/28/2025,NUMERO UNO PIZZA SEATTLE WA                  08/27,-7.96,DEBIT_CARD,19453.47,
DEBIT,02/10/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  528351  02/08,-7.96,DEBIT_CARD,48038.59,
DEBIT,01/14/2026,ALBERTSONS #0332 LAS VEGAS NV                01/13,-7.99,DEBIT_CARD,13482.93,
DEBIT,01/09/2025,WALGREENS STORE 10510 LAS VEGAS NV   819860  01/09,-7.99,DEBIT_CARD,39973.46,
DEBIT,06/12/2026,POS DEBIT                SDOT PAYBYPHONE PARKIN    SEATTLE      WA                                                                                                                                                                                                                                                                        8611,-8,MISC_DEBIT,,
DEBIT,03/12/2026,SQ *MUSLIM ASSOCIATION Seattle WA            03/12,-8.01,DEBIT_CARD,11101.45,
DEBIT,03/12/2026,SQ *MUSLIM ASSOCIATION Seattle WA            03/12,-8.01,DEBIT_CARD,11109.46,
DEBIT,06/17/2025,WALGREENS STORE 10510 LAS VEGAS NV   948113  06/17,-8.07,DEBIT_CARD,14523.88,
DEBIT,04/28/2025,SPEEDEE MART 115 LAS VEGAS NV        388312  04/26,-8.07,DEBIT_CARD,50918.44,
DEBIT,09/15/2025,YOGURTLAND LAS VEGAS T 702-8221000 NV        09/13,-8.15,DEBIT_CARD,24389.28,
DEBIT,05/06/2025,WALMART PAY KATY TX                          05/05,-8.15,DEBIT_CARD,49894.95,
DEBIT,05/16/2025,SPEEDEE MART 115 LAS VEGAS NV        499180  05/15,-8.17,DEBIT_CARD,41443.95,
DEBIT,04/27/2026,JACK IN THE BOX 8481 425-285-9106 WA         04/27,-8.27,DEBIT_CARD,11282.46,
DEBIT,07/08/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  129833  07/07,-8.27,DEBIT_CARD,18332.39,
DEBIT,04/20/2026,DAILY DOZEN DOUGHNUT SEATTLE WA              04/19,-8.29,DEBIT_CARD,9797.66,
DEBIT,12/16/2025,ARCO 907002 LAS VEGAS NV             882094  12/16,-8.33,DEBIT_CARD,8790.46,
DEBIT,09/12/2025,ARCO #42842 AMPM NORTH LAS VEG NV    779210  09/12,-8.34,DEBIT_CARD,24557.1,
DEBIT,10/20/2025,SPEEDEE MART 115 LAS VEGAS NV        373566  10/19,-8.37,DEBIT_CARD,24948.73,
DEBIT,06/08/2026,SAFEWAY #1600 BELLEVUE WA                    06/06,-8.38,DEBIT_CARD,18451.03,
DEBIT,03/06/2025,AMAZON MKTPL*BC8VV5A Amzn.com/bill WA        03/06,-8.47,DEBIT_CARD,45496.67,
DEBIT,12/05/2024,SAFEWAY #1664 BURIEN WA                      12/04,-8.49,DEBIT_CARD,38102.6,
DEBIT,01/12/2026,SAFEWAY #1508 SEATTLE WA                     01/11,-8.52,DEBIT_CARD,13800.45,
DEBIT,08/11/2025,SAFEWAY #1508 SEATTLE WA                     08/08,-8.55,DEBIT_CARD,22200.25,
DEBIT,02/10/2025,DAIRY QUEEN #15435 LAS VEGAS NV              02/08,-8.55,DEBIT_CARD,48046.55,
DEBIT,01/21/2025,VEO* CAPTURE WWW.VEORIDE.C CA                01/20,-8.58,DEBIT_CARD,44365.17,
DEBIT,12/24/2024,SMITHS FOOD #436 10600 LAS VEGAS NV  519234  12/24,-8.65,DEBIT_CARD,44352.97,
DEBIT,11/07/2025,PIZZA HUT 026624 LAS VEGAS NV                11/06,-8.66,DEBIT_CARD,28993.77,
DEBIT,08/20/2025,AMAZON MKTPL*5Y5EZ2R Amzn.com/bill WA        08/20,-8.66,DEBIT_CARD,21613.92,
DEBIT,02/02/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  385405  01/31,-8.67,DEBIT_CARD,18024.19,
DEBIT,12/22/2025,SHELL OIL 12727141009 LAS VEGAS NV           12/20,-8.67,DEBIT_CARD,11366.6,
DEBIT,10/27/2025,JACK IN THE BOX 7280 LAS VEGAS NV            10/24,-8.67,DEBIT_CARD,26505.84,
DEBIT,10/09/2025,CIRCLE K # 09555 LAS VEGAS NV                10/07,-8.68,DEBIT_CARD,24495.28,
DEBIT,12/29/2025,SPEEDEE MART 115 LAS VEGAS NV        125221  12/27,-8.77,DEBIT_CARD,10720.83,
DEBIT,10/20/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  114439  10/18,-8.78,DEBIT_CARD,25103.56,
DEBIT,05/04/2026,ARCO#82941ARCO #07189 TUKWILA WA     685709  05/03,-8.79,DEBIT_CARD,11473.25,
DEBIT,09/22/2025,BASKIN #365067 BURIEN WA                     09/19,-8.8,DEBIT_CARD,22634.16,
DEBIT,02/09/2026,YOGURTLAND LAS VEGAS - 626-5600264 NV        02/06,-8.81,DEBIT_CARD,15872.09,
DEBIT,07/01/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  841993  06/30,-8.84,DEBIT_CARD,19741.08,
DEBIT,01/20/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  649901  01/19,-8.88,DEBIT_CARD,16097.25,
DEBIT,07/07/2025,CIRCLE K # 09555 LAS VEGAS NV                07/03,-8.88,DEBIT_CARD,18519.17,
DEBIT,07/29/2025,SAFEWAY #1664 BURIEN WA                      07/28,-8.97,DEBIT_CARD,19511.75,
DEBIT,06/20/2025,DAIRY QUEEN #15435 LAS VEGAS NV              06/19,-8.98,DEBIT_CARD,17159.44,
DEBIT,12/22/2025,APPLE CASH SENT MONE 1INFINITELOOP CA        12/21,-9,DEBIT_CARD,11449.27,
DEBIT,11/27/2024,WALGREENS STORE 4412 R SEATTLE WA    550112  11/27,-9.02,DEBIT_CARD,36664.21,
DEBIT,04/22/2026,DICK'S DRIVE IN QA SEATTLE WA                04/21,-9.07,DEBIT_CARD,9702.82,
DEBIT,09/18/2025,TACO BELL 031915 LAS VEGAS NV                09/17,-9.07,DEBIT_CARD,23321.41,
DEBIT,01/22/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  764578  01/21,-9.08,DEBIT_CARD,17156.29,
DEBIT,11/03/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  856814  11/01,-9.18,DEBIT_CARD,26216.44,
DEBIT,10/14/2025,AUNTIE ANNE'S LAS VEGAS NV                   10/11,-9.2,DEBIT_CARD,26465.41,
DEBIT,01/13/2025,PANDA EXPRESS #1616 LAS VEGAS NV             01/11,-9.21,DEBIT_CARD,39907.94,
DEBIT,02/17/2026,JACK IN THE BOX 8409 425-485-7364 WA         02/14,-9.25,DEBIT_CARD,15257.61,
DEBIT,03/05/2025,SPEEDEE MART 115 LAS VEGAS NV        747655  03/04,-9.28,DEBIT_CARD,45517.97,
DEBIT,11/21/2024,SAFEWAY #1965 SEATTLE WA                     11/20,-9.33,DEBIT_CARD,38087.91,
DEBIT,09/22/2025,CVS PHARMACY #11 11687 BURIEN WA     942556  09/20,-9.36,DEBIT_CARD,22468.38,
DEBIT,09/22/2025,WENDYS 1556 SEATTLE WA                       09/21,-9.37,DEBIT_CARD,22422.43,
DEBIT,04/28/2025,SQ *BETTER DAYS SUMMERL Las Vegas NV         04/27,-9.4,DEBIT_CARD,50909.04,
DEBIT,04/20/2026,LIME*RIDE U4Z4 LI.ME CA                      04/19,-9.42,DEBIT_CARD,9788.24,
DEBIT,07/07/2025,SQ *ROYAL COFFEE (RAINB Las Vegas NV         07/04,-9.44,DEBIT_CARD,18493.82,
DEBIT,07/02/2025,SPEEDEE MART 115 LAS VEGAS NV        111702  07/02,-9.47,DEBIT_CARD,15860.61,
DEBIT,02/02/2026,ALBERTSONS #0332 LAS VEGAS NV                01/30,-9.49,DEBIT_CARD,19720.5,
DEBIT,08/18/2025,KFC/TB #333 SEATTLE WA                       08/15,-9.58,DEBIT_CARD,24445.1,
DEBIT,04/20/2026,CHEVRON 0373609 SEATTLE WA                   04/18,-9.68,DEBIT_CARD,9811.95,
DEBIT,06/27/2025,7-ELEVEN LAS VEGAS NV                741759  06/27,-9.69,DEBIT_CARD,16574.55,
DEBIT,12/26/2024,CHARLEYS PHILLY STEAKS LAS VEGAS NV          12/24,-9.73,DEBIT_CARD,44020.51,
DEBIT,05/14/2025,ZAXBY'S #74355 LAS VEGAS NV                  05/13,-9.74,DEBIT_CARD,41481.68,
DEBIT,04/02/2026,SAFEWAY #1600 BELLEVUE WA                    04/01,-9.75,DEBIT_CARD,10324.59,
DEBIT,10/09/2025,DAIRY QUEEN #15435 OLO olo.com NV            10/08,-9.75,DEBIT_CARD,24485.53,
DEBIT,01/13/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  643278  01/12,-9.77,DEBIT_CARD,39791.97,
DEBIT,12/04/2024,KFC/TB #333 SEATTLE WA                       12/03,-9.79,DEBIT_CARD,38192.4,
DEBIT,08/25/2025,CHICK-FIL-A #04356 LAS VEGAS NV              08/22,-9.84,DEBIT_CARD,20745.72,
DEBIT,01/21/2025,HOLLYWOOD SUITS INC HOLLYWOOD CA     431054  01/18,-9.84,DEBIT_CARD,44433.85,
DEBIT,01/12/2026,HUDSON ST2406 LAS VEGAS NV                   01/09,-9.88,DEBIT_CARD,13847.38,
DEBIT,09/22/2025,SAFEWAY #1508 SEATTLE WA                     09/21,-9.89,DEBIT_CARD,22412.54,
DEBIT,08/13/2025,WENDYS 1556 SEATTLE WA                       08/12,-9.93,DEBIT_CARD,22005.38,
DEBIT,04/24/2026,SAFEWAY #1993SB SEATTLE WA                   04/23,-9.95,DEBIT_CARD,11476.3,
DEBIT,09/15/2025,AMAZON MKTPL*RM6BY8Z Amzn.com/bill WA        09/14,-9.97,DEBIT_CARD,24548.82,
DEBIT,05/23/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  755101  05/23,-9.98,DEBIT_CARD,13741.22,
DEBIT,06/10/2026,Zelle payment to Bilal JPM99ck9q981,-10,CHASE_TO_PARTNERFI,18046.16,
DEBIT,06/01/2026,Zelle payment to Bilal JPM99cizh6y8,-10,CHASE_TO_PARTNERFI,20810.17,
DEBIT,05/21/2026,Zelle payment to Bilal JPM99chvgbid,-10,CHASE_TO_PARTNERFI,14161.63,
DEBIT,05/01/2026,Zelle payment to Bilal JPM99cf9qsqw,-10,CHASE_TO_PARTNERFI,15222.7,
DEBIT,04/24/2026,Zelle payment to Bilal JPM99cedfcqf,-10,CHASE_TO_PARTNERFI,11416.38,
DEBIT,04/03/2026,Zelle payment to Bilal JPM99cbsp58p,-10,CHASE_TO_PARTNERFI,9689.62,
DEBIT,03/23/2026,CASH APP*MUBARAK MAHAMU Oakland CA           03/21,-10,DEBIT_CARD,10774.93,
DEBIT,03/23/2026,CASH APP*YUSUF MAH Oakland CA                03/21,-10,DEBIT_CARD,10784.93,
DEBIT,03/23/2026,CASH APP*ILHAM MAHAMUD Oakland CA            03/21,-10,DEBIT_CARD,10794.93,
DEBIT,02/09/2026,NV0401 LUV CAR WASH LAS VEGAS NV             02/06,-10,DEBIT_CARD,15880.9,
DEBIT,01/20/2026,THEMASJIDAPP.NET 194-92372903 NV             01/16,-10,DEBIT_CARD,16135.1,
DEBIT,12/29/2025,THEMASJIDAPP.NET 194-92372903 NV             12/29,-10,DEBIT_CARD,10707.05,
DEBIT,09/15/2025,Zelle payment to NAZIRA JPM99bnarq54,-10,CHASE_TO_PARTNERFI,24289.07,
DEBIT,08/25/2025,"SQ *DWASHINGTON, LLC Seattle WA              08/23",-10,DEBIT_CARD,20729.72,
DEBIT,08/04/2025,CASH APP*BARISO HUSSEIN Oakland CA           08/02,-10,DEBIT_CARD,22552.75,
DEBIT,05/30/2025,CASH APP*BARISO HUSSEIN Oakland CA           05/30,-10,DEBIT_CARD,13273.54,
DEBIT,05/27/2025,NV0401 LUV CAR WASH LAS VEGAS NV             05/25,-10,DEBIT_CARD,13555.15,
DEBIT,05/13/2025,GoFundMe Honor Muna M GOFUNDME.COM CA        05/13,-10,DEBIT_CARD,41641.18,
DEBIT,05/01/2025,BILLINGTREE/8774245587 844-2344033 AZ        04/29,-10,DEBIT_CARD,53413.71,
DEBIT,02/25/2025,GoFundMe Family of 6 GOFUNDME.COM CA         02/25,-10,DEBIT_CARD,43335.05,
DEBIT,02/24/2025,SQ *PALETAS Y AGUAS Las Vegas NV             02/21,-10,DEBIT_CARD,43400.77,
DEBIT,01/27/2025,SHADE APARTMENTS LAS VEGAS NV                01/25,-10,DEBIT_CARD,44887.1,
DEBIT,01/21/2025,LAZ PARKING M17154 LOS ANGELES CA            01/20,-10,DEBIT_CARD,44282.08,
DEBIT,01/21/2025,CITY OF SANTA MONICA SANTA MONICA CA         01/19,-10,DEBIT_CARD,44373.75,
DEBIT,12/26/2024,GOODWILL OF SOUTHERN N 702-2142056 NV        12/24,-10,DEBIT_CARD,43967.44,
DEBIT,05/29/2026,Subway 14563 120-68609019 WA                 05/29,-10.15,DEBIT_CARD,17701.76,
DEBIT,06/17/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             06/17,-10.17,DEBIT_CARD,14531.95,
DEBIT,11/29/2024,APPLE CASH SENT MONE 1INFINITELOOP CA        11/27,-10.18,DEBIT_CARD,37707.96,
DEBIT,11/27/2024,SAFEWAY #1508 SEATTLE WA                     11/26,-10.21,DEBIT_CARD,36673.23,
DEBIT,04/07/2025,SAFEWAY #1664 BURIEN WA                      04/05,-10.27,DEBIT_CARD,46455.65,
DEBIT,11/12/2024,UBER   * EATS PENDIN SAN FRANCISCO CA392011  11/08,-10.28,DEBIT_CARD,37417.69,
DEBIT,09/04/2025,CHIPOTLE 4607 LAS VEGAS NV                   09/03,-10.3,DEBIT_CARD,22315.58,
DEBIT,11/12/2024,SAFEWAY #0219 SEATTLE WA                     11/09,-10.32,DEBIT_CARD,37380.55,
DEBIT,02/02/2026,THEMASJIDAPP.NET 194-92372903 NV             01/31,-10.36,DEBIT_CARD,19706.14,
DEBIT,04/14/2025,AMAZON MKTPL*GX7SW7E Amzn.com/bill WA        04/14,-10.4,DEBIT_CARD,49059.58,
DEBIT,05/08/2026,CHIPOTLE 2228 SEATTLE WA                     05/06,-10.41,DEBIT_CARD,14484.99,
DEBIT,05/06/2026,QUICK PACK FOOD MART SEATTLE WA              05/05,-10.41,DEBIT_CARD,10882.11,
DEBIT,04/23/2025,SPROUTS FARMERS MARKET LAS VEGAS NV  764208  04/23,-10.41,DEBIT_CARD,48652.49,
DEBIT,08/18/2025,SAFEWAY #1664 BURIEN WA                      08/14,-10.43,DEBIT_CARD,24549.02,
DEBIT,04/22/2026,CHIPOTLE 0578 SEATTLE WA                     04/21,-10.45,DEBIT_CARD,9692.37,
DEBIT,06/08/2026,CHIPOTLE 0469 BELLEVUE WA                    06/06,-10.48,DEBIT_CARD,18440.55,
DEBIT,11/17/2025,WINGSTOP 1559 714-868-7000 NV                11/15,-10.5,DEBIT_CARD,28420.57,
DEBIT,08/20/2025,WINGSTOP 1559 714-868-7000 NV                08/19,-10.5,DEBIT_CARD,21603.42,
DEBIT,08/25/2025,WALGREENS STORE 4412 R SEATTLE WA    535951  08/23,-10.63,DEBIT_CARD,20712.1,
DEBIT,01/02/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  325682  12/31,-10.67,DEBIT_CARD,17139.86,
DEBIT,03/16/2026,TST* QAMARIA YEMENI C 732-754-6909 WA        03/15,-10.75,DEBIT_CARD,11797.98,
DEBIT,10/16/2025,AMAZON MKTPL*NM5940Q Amzn.com/bill WA        10/16,-10.78,DEBIT_CARD,25427.48,
DEBIT,09/02/2025,UNDERCOVER FRIES SEATTLE WA                  08/28,-10.8,DEBIT_CARD,22404.9,
DEBIT,09/29/2025,Amazon.com*G20T76I93 Amzn.com/bill WA        09/27,-10.82,DEBIT_CARD,24199.91,
DEBIT,12/29/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  113254  12/27,-10.83,DEBIT_CARD,10751.09,
DEBIT,10/27/2025,Subway 29654 HENDERSON NV                    10/25,-10.83,DEBIT_CARD,26484.18,
DEBIT,10/27/2025,Subway 29654 HENDERSON NV                    10/25,-10.83,DEBIT_CARD,26495.01,
DEBIT,10/08/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             10/07,-10.83,DEBIT_CARD,24503.96,
DEBIT,05/09/2025,AMAZON MKTPL*NI9VH0L Amzn.com/bill WA        05/09,-10.83,DEBIT_CARD,53250.3,
DEBIT,05/13/2026,SAFEWAY #1508 SEATTLE WA                     05/12,-10.84,DEBIT_CARD,14126.81,
DEBIT,01/12/2026,SAFEWAY #1508 SEATTLE WA                     01/11,-10.84,DEBIT_CARD,13808.97,
DEBIT,09/23/2025,SAFEWAY #1508 SEATTLE WA                     09/22,-10.84,DEBIT_CARD,22315.72,
DEBIT,08/25/2025,FLIP N OUT XTREME SUMME LAS VEGAS NV         08/23,-10.84,DEBIT_CARD,20755.56,
DEBIT,06/23/2025,FIVE BELOW 1513 7400 L LAS VEGAS NV  309105  06/21,-10.84,DEBIT_CARD,17369.49,
DEBIT,06/02/2025,CHIPOTLE 4607 ENTERPRISE NV                  05/31,-10.84,DEBIT_CARD,13399.78,
DEBIT,05/12/2025,CHIPOTLE 4607 ENTERPRISE NV                  05/10,-10.84,DEBIT_CARD,41676.23,
DEBIT,04/14/2025,CHIPOTLE 4607 ENTERPRISE NV                  04/12,-10.84,DEBIT_CARD,49069.98,
DEBIT,03/31/2025,CHIPOTLE 4607 ENTERPRISE NV                  03/28,-10.84,DEBIT_CARD,47688.35,
DEBIT,11/10/2025,McDonalds 31454 LAS VEGAS NV                 11/09,-10.86,DEBIT_CARD,28942.08,
DEBIT,03/30/2026,SAFEWAY #1993 SEATTLE WA                     03/26,-10.9,DEBIT_CARD,11730.62,
DEBIT,04/07/2025,WALMART PAY LAS VEGAS NV                     04/04,-10.94,DEBIT_CARD,46580.68,
DEBIT,05/29/2026,SCC ONLINE PARKING SEATTLE WA                05/27,-11,DEBIT_CARD,17716.91,
DEBIT,04/16/2026,AMAZON MKTPL*B734S7U Amzn.com/bill WA        04/16,-11,DEBIT_CARD,9930.04,
DEBIT,10/06/2025,GOODWILL OF SOUTHERN N 702-2142055 NV        10/05,-11,DEBIT_CARD,24555.31,
DEBIT,11/25/2024,Zelle payment to FRAYDEL JPM99aroftoj,-11,CHASE_TO_PARTNERFI,38061.48,
DEBIT,09/22/2025,Too Good To Go Inc. 178-76184541 DE          09/21,-11.02,DEBIT_CARD,22477.74,
DEBIT,06/01/2026,CHIPOTLE 0469 BELLEVUE WA                    05/30,-11.03,DEBIT_CARD,20799.14,
DEBIT,05/11/2026,CHIPOTLE 0469 BELLEVUE WA                    05/10,-11.03,DEBIT_CARD,14282.55,
DEBIT,05/06/2026,CHIPOTLE 0469 BELLEVUE WA                    05/05,-11.03,DEBIT_CARD,10871.08,
DEBIT,04/09/2026,AMAZON MKTPL*BC5VD9X Amzn.com/bill WA        04/09,-11.04,DEBIT_CARD,9425.17,
DEBIT,03/23/2026,AMAZON MKTPL*BD5W032 Amzn.com/bill WA        03/23,-11.04,DEBIT_CARD,10683.89,
DEBIT,04/08/2026,TMOBILE POSTPAID WEB 800-937-8997 WA         04/07,-11.06,DEBIT_CARD,9513.62,
DEBIT,11/18/2024,MCDONALD'S F4891 SEATTLE WA                  11/15,-11.24,DEBIT_CARD,38276.86,
DEBIT,06/30/2025,DAIRY QUEEN #15435 OLO olo.com NV            06/29,-11.26,DEBIT_CARD,16428.11,
DEBIT,02/02/2026,IN-N-OUTLV-BLUEDIAMOND LAS VEGAS NV          01/30,-11.27,DEBIT_CARD,19694.87,
DEBIT,11/28/2025,CHIPOTLE 4607 LAS VEGAS NV                   11/26,-11.38,DEBIT_CARD,13026.02,
DEBIT,07/23/2025,CHIPOTLE 4607 LAS VEGAS NV                   07/22,-11.38,DEBIT_CARD,20139.48,
DEBIT,12/16/2025,WM SUPERCENTER #2483 LAS VEGAS NV    046784  12/16,-11.45,DEBIT_CARD,8815.7,
DEBIT,05/01/2025,SPEEDEE MART 115 LAS VEGAS NV        747432  04/30,-11.46,DEBIT_CARD,53402.25,
DEBIT,01/05/2026,ALBERTSONS #0332 LAS VEGAS NV                01/03,-11.47,DEBIT_CARD,13698.19,
DEBIT,05/28/2026,SAFEWAY #1062 SEATTLE WA                     05/27,-11.49,DEBIT_CARD,16448.68,
DEBIT,03/20/2025,CHIPOTLE 4607 ENTERPRISE NV                  03/19,-11.49,DEBIT_CARD,48493.03,
DEBIT,05/27/2025,IN-N-OUTLV-BLUEDIAMOND LAS VEGAS NV          05/24,-11.54,DEBIT_CARD,13727.68,
DEBIT,04/14/2025,SAFEWAY #1508 SEATTLE WA                     04/11,-11.55,DEBIT_CARD,49142.96,
DEBIT,04/24/2026,SAFEWAY #1993 SEATTLE WA                     04/23,-11.66,DEBIT_CARD,11464.64,
DEBIT,03/17/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  803795  03/14,-11.68,DEBIT_CARD,48608.53,
DEBIT,05/13/2026,CHIPOTLE 0469 BELLEVUE WA                    05/12,-11.69,DEBIT_CARD,13975.45,
DEBIT,09/15/2025,Amazon.com*PH5V36WO3 Amzn.com/bill WA        09/15,-11.69,DEBIT_CARD,24371.39,
DEBIT,05/21/2026,CHIPOTLE MEX GR ONLI NEWPORT BEACH CA677638  05/21,-11.72,DEBIT_CARD,14171.63,
DEBIT,10/20/2025,TACO BELL 031915 LAS VEGAS NV                10/18,-11.8,DEBIT_CARD,24985.05,
DEBIT,03/25/2025,JACK IN THE BOX 7280 LAS VEGAS NV            03/25,-11.9,DEBIT_CARD,45543.53,
DEBIT,06/10/2026,Subway 14563 120-68609019 WA                 06/10,-11.99,DEBIT_CARD,18056.16,
DEBIT,07/23/2025,CINEMARK 486 BOXCON Las Vegas NV             07/23,-12,DEBIT_CARD,20150.86,
DEBIT,01/13/2025,CLARK CO PARKS AND REC 7024558132 NV         01/11,-12,DEBIT_CARD,39895.94,
DEBIT,12/02/2024,Zelle payment to Molina JPM99as1tpiv,-12,CHASE_TO_PARTNERFI,39829.5,
